text,label,category,language,tone,obfuscation,urgency,source_seed_id
PM tepi: Stok terhad. Buat bayaran RM<RM_AMOUNT> segera ke akaun bank <BANK_NAME> atau hubungi W.h.a.t.s.A.p.p <PHONE> utk 'Lock price'.,scam,Ecommerce_Scam,Bahasa Melayu,Excited/Hype (Investment/Prize),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,115
Bossku! Derma kilat utk tahfiz. Peluang pahala berganda! Sumbang <RM_AMOUNT> je. L.ink: <URL> skrg!,scam,Charity_Scam,Bahasa Melayu,Excited/Hype (Investment/Prize),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,115
Wow! Bantuan kecemasan anak yatim. Setiap sumbangan bantu masa depan mereka. W.h.a.t.s.A.p.p <PHONE> cepat!,scam,Charity_Scam,Bahasa Melayu,Excited/Hype (Investment/Prize),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,115
Jom! Bantu adik sakit kritikal. Perlukan <RM_AMOUNT> utk rawatan. PM <PHONE> utk details bank acc. Tq!,scam,Charity_Scam,Bahasa Melayu,Excited/Hype (Investment/Prize),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,115
"Haih, dompet hilang, xleh balik. Urgent <RM_AMOUNT> je. Tolong saya. W.h.a.t.s.A.p.p <PHONE> skrg!",scam,Charity_Scam,Bahasa Melayu,Excited/Hype (Investment/Prize),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,115
Bestnya! Renovasi pusat anak yatim perlukan dana. Sumbangan anda bermakna. L.ink <URL> utk sertai!,scam,Charity_Scam,Bahasa Melayu,Excited/Hype (Investment/Prize),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,115
Aduh! Banjir teruk. Mangsa perlukan bantuan segera. Jom derma! Tekan L.ink ni <URL> utk sumbang <RM_AMOUNT>.,scam,Charity_Scam,Bahasa Melayu,Excited/Hype (Investment/Prize),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,115
Seronok dpt bantu! Dana kelengkapan sekolah anak2. Sumbang <RM_AMOUNT> ke <BANK_NAME> acc <PHONE>! Cepat!,scam,Charity_Scam,Bahasa Melayu,Excited/Hype (Investment/Prize),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,115
"Berkat Ramadhan! Jom kongsi rezeki. Derma ikhlas ke <BANK_NAME> <PHONE> skrg! Pahala berganda, bossku!",scam,Charity_Scam,Bahasa Melayu,Excited/Hype (Investment/Prize),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,115
Murah giler! Projek Qurban. Sumbangan anda bantu ramai. Info & cara derma di L.ink <URL>! Jgn lambat!,scam,Charity_Scam,Bahasa Melayu,Excited/Hype (Investment/Prize),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,115
Urgently! Stok makanan kurang. Bantuan kecemasan utk keluarga susah. Transfer <RM_AMOUNT> ke TNG eWallet <PHONE>! Tqvm!,scam,Charity_Scam,Bahasa Melayu,Excited/Hype (Investment/Prize),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,115
Power! Bangunkan tahfiz. Derma kilat <RM_AMOUNT> utk bina bangunan baru. L.ink: <URL> jgn lepaskan peluang ni!,scam,Charity_Scam,Bahasa Melayu,Excited/Hype (Investment/Prize),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,115
Kesian! Atuk sakit kritikal. Perlukan <RM_AMOUNT> utk rawatan. Mohon bantuan ikhlas. W.h.a.t.s.A.p.p <PHONE> segera!,scam,Charity_Scam,Bahasa Melayu,Excited/Hype (Investment/Prize),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,115
Alamak! Phone hilang. Xde duit nak balik. Need <RM_AMOUNT> urgent. PM <PHONE> eh. Cepat sikit bossku.,scam,Charity_Scam,Bahasa Melayu,Excited/Hype (Investment/Prize),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,115
Peluang! Bantuan yuran sekolah anak2 kurang mampu. Setiap <RM_AMOUNT> buka masa depan. Details di L.ink <URL>.,scam,Charity_Scam,Bahasa Melayu,Excited/Hype (Investment/Prize),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,115
Selamatkan! Projek shelter haiwan terbiar perlukan derma. Jom sumbang <RM_AMOUNT>! W.h.a.t.s.A.p.p <PHONE> utk info.,scam,Charity_Scam,Bahasa Melayu,Excited/Hype (Investment/Prize),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,115
Ceriakan! Fund tahunan anak yatim. Jom bantu mereka. Sumbang <RM_AMOUNT> melalui L.ink <URL> skrg! Mudah je!,scam,Charity_Scam,Bahasa Melayu,Excited/Hype (Investment/Prize),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,115
Hebat! Projek telaga baru utk desa. Air bersih! RM<RM_AMOUNT> je. Info lanjut di <PHONE>. Jom sertai!,scam,Charity_Scam,Bahasa Melayu,Excited/Hype (Investment/Prize),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,115
Anda Hero! Bantuan khas utk ibu tunggal. Jom kongsi rezeki. Derma <RM_AMOUNT> ke <BANK_NAME> <PHONE>. Tq!,scam,Charity_Scam,Bahasa Melayu,Excited/Hype (Investment/Prize),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,115
Dasyat! Mangsa bencana perlukan sokongan. Sumbang <RM_AMOUNT> bantu mereka. L.ink <URL> utk derma. Jangan tunggu!,scam,Charity_Scam,Bahasa Melayu,Excited/Hype (Investment/Prize),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,115
Gempak! Dana program sukan komuniti belia. Setiap <RM_AMOUNT> bantu masa depan. W.h.a.t.s.A.p.p <PHONE> utk join!,scam,Charity_Scam,Bahasa Melayu,Excited/Hype (Investment/Prize),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,115
"Tolonglah bossku, kalau terdesak sgt, pinjaman kami sedia membantu. Blacklist OK! Cuma byr sikit upfront. W.h.a.t.s.A.p.p <PHONE>.",scam,Financial_Loan,Bahasa Melayu,Excited/Hype (Investment/Prize),Typos (Realistic typing errors),Medium,90
"Perlukan duit segera <RM_AMOUNT>? Pinjaman cepat lulus, 0% faedah. Kami faham awak susah, ada yuran proses je. Klik L.i.n.k <URL>.",scam,Financial_Loan,Bahasa Melayu,Excited/Hype (Investment/Prize),Typos (Realistic typing errors),High,90
"Jgn risau blacklist! Kami bantu sesiapa je. Pinjaman sampai RM10,000 approval sepantas kilat. Sian awak susah. PM <PHONE> skrg!",scam,Financial_Loan,Bahasa Melayu,Excited/Hype (Investment/Prize),Typos (Realistic typing errors),High,90
"Kami tak sanggup tgk awak susah. Pinjaman tanpa penjamin, Blacklist OK. Cepat apply sebelum tawaran tamat! Tekan <URL> utk detail.",scam,Financial_Loan,Bahasa Melayu,Excited/Hype (Investment/Prize),Typos (Realistic typing errors),High,90
Perlu RM500 segera? Kami boleh bagi. Tapi ada yuran insurans je sikit. Takkan tak mampu? W.h.a.t.s.A.p.p <PHONE>.,scam,Financial_Loan,Bahasa Melayu,Excited/Hype (Investment/Prize),Typos (Realistic typing errors),Medium,90
"Kami faham awak buntu. Pinjaman berlesen utk semua, tak kira status. Kami betul-betul nk tolong. Jom W.h.a.t.s.A.p.p <PHONE>.",scam,Financial_Loan,Bahasa Melayu,Excited/Hype (Investment/Prize),Typos (Realistic typing errors),Medium,90
"Tlg lah bossku, ambiklah pinjaman ni. Senang je nak lulus, takyah risau blacklist. Upfront sikit je utk proses. Klik sini <URL>.",scam,Financial_Loan,Bahasa Melayu,Excited/Hype (Investment/Prize),Typos (Realistic typing errors),High,90
"Saya betul2 tlg org susah je ni. Pinjaman cepat lulus, 0% interest. Cuma perlu byr yuran perjanjian sikit. W.h.a.t.s.A.p.p <PHONE>.",scam,Financial_Loan,Bahasa Melayu,Excited/Hype (Investment/Prize),Typos (Realistic typing errors),Medium,90
"Takde dokumen? Takpe, kami faham. Pinjaman sampai RM20,000 tanpa syarat ketat. Kesian awak, jom L.i.n.k <URL>.",scam,Financial_Loan,Bahasa Melayu,Excited/Hype (Investment/Prize),Typos (Realistic typing errors),High,90
"Kami pinjaman berlesen, bukan ah long. Tapi utk proses, ada yuran sikit. Kami ikhlas nk bantu. Cepat <PHONE>!",scam,Financial_Loan,Bahasa Melayu,Excited/Hype (Investment/Prize),Typos (Realistic typing errors),Medium,90
"Duit tak cukup? Kami ada solusi. Pinjaman mudah lulus, <RM_AMOUNT> dlm 24 jam. Kesian lah kalau takde duit. W.h.a.t.s.A.p.p <PHONE>.",scam,Financial_Loan,Bahasa Melayu,Excited/Hype (Investment/Prize),Typos (Realistic typing errors),High,90
Nak pinjam duit tanpa faedah? Kami bantu org susah je. Cuma ada yuran sikit utk pengesahan. Tekan <URL> skrg.,scam,Financial_Loan,Bahasa Melayu,Excited/Hype (Investment/Prize),Typos (Realistic typing errors),High,90
"Sian awak kena blacklist, xleh pinjam mana2. Kami tak kesah! Pinjaman sampai RM15,000 utk awak. W.h.a.t.s.A.p.p kami <PHONE>.",scam,Financial_Loan,Bahasa Melayu,Excited/Hype (Investment/Prize),Typos (Realistic typing errors),High,90
"Cash cepat sampai RM3,000! Kami ikhlas nk bantu masa susah. Ada yuran proses je sikit. Jom L.i.n.k <URL>!",scam,Financial_Loan,Bahasa Melayu,Excited/Hype (Investment/Prize),Typos (Realistic typing errors),High,90
😭 Duit tak cukup bulan? Pinjaman ekspres utk semua. Blacklist pun takde hal. Cuma perlu byr yuran stamping sikit. PM <PHONE>.,scam,Financial_Loan,Bahasa Melayu,Excited/Hype (Investment/Prize),Typos (Realistic typing errors),Medium,90
"Ini peluang terakhir awak nk duit. Pinjaman mudah lulus, kami sedia bantu. Ada yuran insurans je sikit. W.h.a.t.s.A.p.p <PHONE> skrg.",scam,Financial_Loan,Bahasa Melayu,Excited/Hype (Investment/Prize),Typos (Realistic typing errors),High,90
"Nk pinjam RM8,000? Cepat lulus. Kami faham awak terdesak. Ada yuran pendaftaran je. Tekan <URL> utk info.",scam,Financial_Loan,Bahasa Melayu,Excited/Hype (Investment/Prize),Typos (Realistic typing errors),High,90
"Takde payslip? Takde masalah. Pinjaman kami tak banyak songeh. Kesian awak susah, tapi ada yuran guaman sikit. W.h.a.t.s.A.p.p <PHONE>.",scam,Financial_Loan,Bahasa Melayu,Excited/Hype (Investment/Prize),Typos (Realistic typing errors),Medium,90
"Kami bukan ah long biasa, kami faham hati awak. Pinjaman 0% faedah, lulus cepat. Cuma perlu yuran servis. L.i.n.k <URL>.",scam,Financial_Loan,Bahasa Melayu,Excited/Hype (Investment/Prize),Typos (Realistic typing errors),High,90
"Tolonglah bossku, kami betul2 nk tolong awak keluar drpd masalah duit ni. Pinjaman mudah, blacklist OK! Ada yuran deposit je. <PHONE>.",scam,Financial_Loan,Bahasa Melayu,Excited/Hype (Investment/Prize),Typos (Realistic typing errors),High,90
善心人请帮忙！我们有个紧急慈善项目，但我的<BANK_NAME>户口突然被冻结了，急需一个能接收善款的替代户口。如果您能‘出借’您的银行户口，每月可获<RM_AMOUNT>租金，而且我们只需您的提款卡，不影响您正常使用。请联系 <PHONE> 或点击 <URL> 加入我们，您的帮助能挽救无数生命！,scam,Mule_Account,Chinese (Simplified),Excited/Hype (Investment/Prize),Typos (Realistic typing errors),High,90
生意周转不灵，老板快撑不住了！急需一个临时银行户口来处理紧急款项。我们每月提供<RM_AMOUNT>的‘租金’，只需您的<BANK_NAME>提款卡，绝对安全且不影响您的日常操作。恳请有心人联系 <PHONE> 或访问 <URL> 了解详情，帮我们渡过难关！,scam,Mule_Account,Chinese (Simplified),Excited/Hype (Investment/Prize),Typos (Realistic typing errors),High,90
朋友们，紧急求助！我一个亲戚急需周转资金，但他的户口有问题，想‘借用’一个大马银行户口收款。承诺每月给予<RM_AMOUNT>作为报酬，只需借用提款卡。如果您愿意帮忙，请务必联系我 <PHONE> 或加入群组 <URL>。这是个轻松赚取额外收入的好机会！,scam,Mule_Account,Chinese (Simplified),Excited/Hype (Investment/Prize),Typos (Realistic typing errors),Medium,90
人生迷茫，急需一笔钱周转，但自己的银行户口不便使用。现寻找愿意‘出租’<BANK_NAME>银行户口的朋友，每月固定收入<RM_AMOUNT>，只需提供提款卡。这是一个轻松赚取被动收入的机会，详情请WhatsApp <PHONE> 或点击 <URL>。,scam,Mule_Account,Chinese (Simplified),Excited/Hype (Investment/Prize),Typos (Realistic typing errors),Medium,90
家里有人病重，急需医疗费，但我的银行户口有限制。恳请有爱心的大马人‘出借’您的银行户口，用于接收海外亲戚的救命钱。每月会支付<RM_AMOUNT>作为感谢费，我们只需提款卡。请立刻联系 <PHONE> 或访问 <URL>，您的善举能救人一命！,scam,Mule_Account,Chinese (Simplified),Excited/Hype (Investment/Prize),Typos (Realistic typing errors),High,90
小生意难做，濒临破产边缘！急需一个临时户口来处理一批紧急资金，避免公司倒闭。如果您能‘借用’您的<BANK_NAME>户口一小段时间，我们每月支付<RM_AMOUNT>，只需要提款卡。请联系 <PHONE> 或点击 <URL> 了解详情，救救我的公司和员工！,scam,Mule_Account,Chinese (Simplified),Excited/Hype (Investment/Prize),Typos (Realistic typing errors),High,90
海外亲戚急着汇款回马来西亚，但他们的银行系统和我的户口不匹配。有没有好心人愿意‘出租’您的银行户口？每月固定支付<RM_AMOUNT>，我们只用您的提款卡来接收和转账。详情请联系 <PHONE> 或加入我们的Telegram群组 <URL>。感激不尽！,scam,Mule_Account,Chinese (Simplified),Excited/Hype (Investment/Prize),Typos (Realistic typing errors),Medium,90
学生党或待业人士注意！急需找几个可靠的马来西亚银行户口来协助处理一些‘内部资金’。无需复杂操作，每月轻松赚取<RM_AMOUNT>的‘被动收入’，只需提供<BANK_NAME>提款卡。感兴趣的请WhatsApp <PHONE> 或点击 <URL>，机会难得！,scam,Mule_Account,Chinese (Simplified),Excited/Hype (Investment/Prize),Typos (Realistic typing errors),Medium,90
紧急通知！一项新的社区援助计划即将发放，但我们的专用户口已满。现急需一批马来西亚个人银行户口协助资金派发。若您愿意‘租借’您的户口，每月可获<RM_AMOUNT>的额外补贴。我们只需要您的提款卡。详情请咨询 <PHONE> 或访问 <URL>。名额有限！,scam,Mule_Account,Chinese (Simplified),Excited/Hype (Investment/Prize),Typos (Realistic typing errors),High,90
天啊，我的银行户口被意外锁定了，急着处理一笔非常重要的款项！恳请好心人‘借用’您的<BANK_NAME>户口，帮我度过这个难关。每月将支付<RM_AMOUNT>作为报酬，只需提款卡。请立即联系 <PHONE> 或加入群组 <URL>。万分火急！,scam,Mule_Account,Chinese (Simplified),Excited/Hype (Investment/Prize),Typos (Realistic typing errors),High,90
我是单亲妈妈，生活艰难，急需额外收入来养家糊口。现在有一个机会，只需‘出租’您的银行户口，每月即可获得<RM_AMOUNT>的稳定收入。我们只使用您的提款卡，绝不影响您的日常。如果您想轻松赚点钱，请联系 <PHONE> 或点击 <URL>。,scam,Mule_Account,Chinese (Simplified),Excited/Hype (Investment/Prize),Typos (Realistic typing errors),Medium,90
我是外籍劳工，急着把血汗钱汇回家乡，但我的银行户口有很多限制。有没有好心的大马朋友愿意‘出借’您的<BANK_NAME>银行户口？每月支付<RM_AMOUNT>作为感谢费，我们只用您的提款卡来接收和转账。请联系 <PHONE> 或访问 <URL>，帮帮我们这些异乡人！,scam,Mule_Account,Chinese (Simplified),Excited/Hype (Investment/Prize),Typos (Realistic typing errors),High,90
老人家对网上银行操作不熟悉，急需一个年轻的朋友帮忙‘管理’银行户口，用于接收家里的零用钱。每月会给您<RM_AMOUNT>的管理费，只需您提供提款卡。有意者请联系 <PHONE> 或访问 <URL>。帮帮忙，谢谢！,scam,Mule_Account,Chinese (Simplified),Excited/Hype (Investment/Prize),Typos (Realistic typing errors),Low,90
紧急募捐！我们正在为贫困儿童筹集教育基金，但现有户口已饱和。现急需一批马来西亚银行户口来接收公众捐款。若您愿意‘租借’您的户口，每月将获得<RM_AMOUNT>的‘行政补贴’。我们只需要您的提款卡。请联系 <PHONE> 或点击 <URL> 了解详情，共襄善举！,scam,Mule_Account,Chinese (Simplified),Excited/Hype (Investment/Prize),Typos (Realistic typing errors),High,90
生命垂危，急需一笔海外款项救急，但我的银行户口接收国际汇款有问题。恳请各位善心人‘出借’您的银行户口，帮我度过难关。每月将支付<RM_AMOUNT>的‘感谢费’，我们只需要提款卡。请立即WhatsApp <PHONE> 或访问 <URL>，刻不容缓！,scam,Mule_Account,Chinese (Simplified),Excited/Hype (Investment/Prize),Typos (Realistic typing errors),High,90
恭喜您！您有一笔遗产或和解金急需安全存放，但我的银行户口目前不适合大额资金。现寻找愿意‘临时保管’资金的<BANK_NAME>银行户口。每月将支付<RM_AMOUNT>的丰厚酬劳，只需提供提款卡。详情请联系 <PHONE> 或加入 <URL>。,scam,Mule_Account,Chinese (Simplified),Excited/Hype (Investment/Prize),Typos (Realistic typing errors),Medium,90
我有个朋友的生意资金被银行卡住了，急需一个替代户口周转。如果你能‘借出’你的<BANK_NAME>银行户口，每月可获得<RM_AMOUNT>的‘佣金’，我们只需要提款卡。这是帮朋友也是给自己赚外快的好机会！请联系 <PHONE> 或点击 <URL>。,scam,Mule_Account,Chinese (Simplified),Excited/Hype (Investment/Prize),Typos (Realistic typing errors),Medium,90
紧急救灾基金需要快速派发到受影响民众手中，但我们的分发渠道不足。现急需马来西亚银行户口协助资金中转。如果您能‘租借’您的户口，每月将获得<RM_AMOUNT>的‘爱心补贴’，我们只需您的提款卡。请联系 <PHONE> 或访问 <URL>，您的帮助至关重要！,scam,Mule_Account,Chinese (Simplified),Excited/Hype (Investment/Prize),Typos (Realistic typing errors),High,90
独家投资机会！我们的海外投资项目需要一个独立的马来西亚银行户口来加速资金周转。如果您能‘出借’您的<BANK_NAME>银行户口，每月可获得<RM_AMOUNT>的‘管理费’。我们只需要提款卡。想轻松赚取额外收入的朋友，请联系 <PHONE> 或加入 <URL>。,scam,Mule_Account,Chinese (Simplified),Excited/Hype (Investment/Prize),Typos (Realistic typing errors),Medium,90
我家人生病，急需一笔钱进行紧急手术，但银行转账受阻。恳请好心人‘临时出借’您的马来西亚银行户口，用于接收紧急款项。每月会支付您<RM_AMOUNT>作为报酬，我们只需提款卡。请立即WhatsApp <PHONE> 或点击 <URL>，救人如救火！,scam,Mule_Account,Chinese (Simplified),Excited/Hype (Investment/Prize),Typos (Realistic typing errors),High,90
"H3y there, w3've n0ticed a 'special' parcel addressed t0 u from J&T Express. PDRM is looking into it, but w3 can h3lp u resolve th1s qu1ckly. Jo1n our Telegram gr0up <URL> f0r m0re d3tails, l0ve. D0n't w0rry, we'll guide u.",scam,Macau_Scam,English (Malaysian Standard),Excited/Hype (Investment/Prize),Typos (Realistic typing errors),Medium,90
"Gr3at n3ws! Ur pr0file has b3en s3lected by LHDN f0r a sp3cial r3view t0 c0rrect s0me tax d3tails. Th1s 1s an 0pp0rtunity t0 av0id penalt1es. Cl1ck <URL> t0 j0in 0ur Telegram chann3l f0r a fr3e c0nsultati0n, l4h.",scam,Macau_Scam,English (Malaysian Standard),Excited/Hype (Investment/Prize),Typos (Realistic typing errors),Medium,90
"H3ll0, b3auty! Bank N3gara h4s flagg3d ur acc0unt f0r a p0ssible m0ney laund3ring 1ssue. D0n't pan1c, I can h3lp u cl3ar ur nam3. M3ssage m3 at <PHONE> 0r j0in our s3cret gr0up <URL> t0 d1scuss 0ver c0ffee, pr0mis3d n0 pr0bl3ms.",scam,Macau_Scam,English (Malaysian Standard),Excited/Hype (Investment/Prize),Typos (Realistic typing errors),High,90
"D3ar, th3 Mahkamah h4s 1ssu3d a n0tice und3r ur n4me. 1t's n0t a b1g d3al 1f w3 h4ndle 1t t0g3th3r. L3t's chat p3rs0nally at <PHONE> 0r cl1ck <URL> t0 g3t th3 d3tails. W3 can make th1s pr0cess smooth, babe.",scam,Macau_Scam,English (Malaysian Standard),Excited/Hype (Investment/Prize),Typos (Realistic typing errors),High,90
