benign_type,language,tone,obfuscation,platform,text,label,model,source_seed_id,urgency
Delivery_Update,"Manglish (Code-switching EN+MY - e.g., 'You got receive money ah? Can transfer back?')",Friendly/Casual,"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",SMS (Short <160 chars),"""Hello, I've received the package at <ADDRESS> on <DATE>. It is being checked by our staff and will be ready for dispatch within <TIME_EXPECTED>. Kindly make sure that the address details are correct. Thank you for your patience and cooperation. If you have any queries, feel free to contact our customer service hotline at <PHONE>. I hope you have a pleasant day!""",benign,SeaLLM-v3-1.5B-Chat,29,Low
Delivery_Update,Chinese (Simplified) - Malaysian context,Exciting/Enthusiastic (promotions),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",Telegram (Group invite style),"""Hi 🌞, W.h.a.t.s.A.p.p. We have an exciting promo for our MIGHTY BUYER community! You can now get an extra 10% off your orders on our official website! L ink to our website at <URL> and enter your <PHONE> to receive your <RM_AMOUNT> off voucher. 📥, Please remember to <OTP> your order to ensure a smooth and hassle-free experience! 😊

Thanks for choosing us! 😊

#Malaysia #Maybank #CIMB #LHDN #KWSP #Touch n Go #J&T #Pos Laju #DHL #Shopee #Grab

#Enthusiastic #Promo #Extra10%Off""",benign,SeaLLM-v3-1.5B-Chat,73,Medium
Marketing_Promo,Chinese (Simplified) - Malaysian context,Exciting/Enthusiastic (promotions),Clean (Perfect grammar),Telegram (Group invite style),"Good Morning! 😊 Do you know that Maybank, CIMB, LHDN, KWSP, Touch n Go, J&T, PDRM, Shopee, Grab, and other businesses are offering fantastic promotions and discounts to make your day even better? To celebrate the festive season, we have gathered some amazing offers just for you. Enjoy great discounts, exclusive new products, and loyalty rewards when you visit our website or join our group chat. Happy shopping! 😉",benign,SeaLLM-v3-1.5B-Chat,67,Medium
Charity_Donation,English (Malaysian Standard),Calm/Reassuring (alerts),Clean (Perfect grammar),Telegram (Group invite style),"```
To: [Nama terbuka]
Subject: [Judul mesej]
Dear [Nama terbuka],

We are pleased to inform you that [Judul mesej]. As a valued [Nama terbuka], we would like to extend our sincere gratitude for your ongoing support. With your assistance, we have been able to [Judul mesej].

Thank you again for your unwavering commitment to [Nama terbuka]. Your contribution helps us [Judul mesej]. We truly appreciate your generosity and willingness to help [Nama terbuka]. Your support is invaluable to us.

Sincerely,
[Name of Charity/NGO]
[Contact details]
[Email]
[Phone]
```
```python
# Note: This is a Python code that generates a message for a legitimate charity appeal.

# Example responses based",benign,SeaLLM-v3-1.5B-Chat,69,Low
Delivery_Update,Chinese (Simplified) - Malaysian context,Calm/Reassuring (alerts),Clean (Perfect grammar),"WhatsApp (Longer, formatting allowed)","Kawalan kawalan

Alamat: Tanah 5, Kampung 12, Jalan 2, Perkampungan 3, 750000

### Format:
- 👇
-",benign,SeaLLM-v3-1.5B-Chat,54,Low
Delivery_Update,English (Malaysian Standard),Exciting/Enthusiastic (promotions),"Leetspeak (u w0n pr1ze, RM1OOO)",Telegram (Group invite style),"\n\nDear [Nama Pengguna],

We are pleased to inform you that your package has been successfully delivered. Your package tracking number is <TRACKING_NUMBER>. We expect the package to arrive within the next [EXPECTED_TIME] days. Kindly track your package using the link below: [TRACKING_LINK]. Kindly note that if you encounter any issues during tracking, please do not hesitate to contact our customer support team at <PHONE>.

Warm regards,
[Your Name]",benign,SeaLLM-v3-1.5B-Chat,38,Medium
Charity_Donation,"Manglish (Code-switching EN+MY - e.g., 'You got receive money ah? Can transfer back?')",Friendly/Casual,"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",Telegram (Group invite style),W.h.a.t.s.A.p.p? Can you check the details?,benign,SeaLLM-v3-1.5B-Chat,1,Low
Educational_Info,Bahasa Melayu (Formal - Govt/Bank style),Exciting/Enthusiastic (promotions),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)","WhatsApp (Longer, formatting allowed)","""Good evening! 👋

Yay! Just wanted to remind you that registration for the upcoming exam is less than a month away! You don't want to miss out on that opportunity to achieve your goals, right? If you need any assistance or have any questions, feel free to reach out. We're always here to help!

Don't forget to check your email regularly for exam-related updates, and be sure to have a good night's sleep!

Yours sincerely,
[Your Name]
[Your Email]""",benign,SeaLLM-v3-1.5B-Chat,107,Medium
Appointment_Reminder,Bahasa Melayu (Formal - Govt/Bank style),Exciting/Enthusiastic (promotions),Clean (Perfect grammar),Telegram (Group invite style),"""Dear [Name],

Reminder: Appointment on [DATE] at [TIME] at [LOCATION]. <URL> (OTP: <OTP>). Invest RM1,000 get RM1,500 in 30 days. Limited slots available! WhatsApp [PHONE].

Warm regards,

[Your Name]
[Your Title]
Maybank""",benign,SeaLLM-v3-1.5B-Chat,111,Medium
Delivery_Update,English (Malaysian Standard),Calm/Reassuring (alerts),Typos (Realistic typing errors),SMS (Short <160 chars),"```
Hi [Nama Pelanggan],

J&T, Pos Laju, DHL sudah dalam proses penghantaran dan akan dihantar ke [Alamat Pelanggan]. Anda bisa melihat status penghantaran dengan klik pada link ini: <URL>. Terima kasih atas kerjasamanya. Harap duduklah dan bayangkan kembang tanaman yang menuntun!

Salam,
[Nama J&T/Pos Laju/PODHER]
```",benign,SeaLLM-v3-1.5B-Chat,98,Low
Marketing_Promo,Chinese (Simplified) - Malaysian context,Professional/Formal,"Leetspeak (u w0n pr1ze, RM1OOO)",SMS (Short <160 chars),"""U W0N Pr0Ze, RM1OOO!""",benign,SeaLLM-v3-1.5B-Chat,69,Low
Charity_Donation,Chinese (Simplified) - Malaysian context,Professional/Formal,"Leetspeak (u w0n pr1ze, RM1OOO)","WhatsApp (Longer, formatting allowed)","<SHEET>

SHEET
- ""สวัสดีครับ/ค่ะ ข้าพเจ้าต้องการขออนุญาตการบริจาคเงินจำนวน RM1000 ในการสนับสนุนโครงการพัฒนาชุมชนในชื่อ 'ชุมชนแห่งการศึกษา' ซึ่งได้รับการสนับสนุนโดย: <URL>""
- ""ช่วยโปรดให้ข้อมูลต่อไปนี้เพื่อความโปร่งใสและสร้างความเชื่อมั่น: <PHONE> และข้อมูลอีเมลที่ชัดเจน: <EMAIL>""
- ""ข้าพเจ้าได้รับ OTP ทางโทรศัพท์: <OTP> โปรดกรอก OTP น",benign,SeaLLM-v3-1.5B-Chat,21,Low
Marketing_Promo,"Bahasa Melayu (Pasar/Slang - e.g., 'xleh', 'nk', 'je', 'bossku')",Exciting/Enthusiastic (promotions),Clean (Perfect grammar),Telegram (Group invite style),""" "" ""

Sekarang, mari kita lihat bagaimana wektu boleh digunakan untuk meraih keuntungan tanpa perlu khawatir tentang kos tambahan. Ia juga penting untuk memastikan bahawa anda mempunyai pembayaran yang selamat dan mengikut undang-undang.

1.",benign,SeaLLM-v3-1.5B-Chat,112,Medium
Delivery_Update,Chinese (Simplified) - Malaysian context,Neutral/Informative,"Leetspeak (u w0n pr1ze, RM1OOO)",Telegram (Group invite style),"```
Hey there, I'm here to remind you that your reward points (5,340) from CIMB Bank are expiring today. Click the link to redeem a variety of exclusive gifts: https://cimbpoints.xxxx/xx
```",benign,SeaLLM-v3-1.5B-Chat,15,Low
Educational_Info,English (Malaysian Standard),Calm/Reassuring (alerts),"Leetspeak (u w0n pr1ze, RM1OOO)","WhatsApp (Longer, formatting allowed)","""U w0n pr1ze, RM1OOO! Sij3d terus kawal kewangan penuh, jadi tak13 ng4m5k bebas!""
""Go grab a FREE £10 Amazon Gift Card 🛍️, just scan this QR code! [<URL>]""
""Grab 10% off on all your purchases at PDRM! [<URL>]""
""Keep an eye out for the latest Touch N Go offers! [<URL>]""
""U w0n RM10000 when you sign up with Touch N Go! [<PHONE>]""
""Grab 25% off on your next ride with Grab, just use OTP: [OTP]""
""Be prepared for the upcoming KPIP exam! Stay calm, and trust your skills. [<URL>]""",benign,SeaLLM-v3-1.5B-Chat,56,Low
Appointment_Reminder,"Bahasa Melayu (Pasar/Slang - e.g., 'xleh', 'nk', 'je', 'bossku')",Neutral/Informative,"Leetspeak (u w0n pr1ze, RM1OOO)","WhatsApp (Longer, formatting allowed)","```
From: <PRESIDIO_ANONYMIZED_PERSON>,
To: <PRESIDIO_ANONYMIZED_PERSON>
Subject: Appointment Reminder - #Appointment
Date: <DATE>
Subject: Hati-hati, janji muzium juga!

Tanggal: <DATE>
Waktu: <TIME>
Lokasi: <ADDRESS>
URL: <URL>
Harga: <RM_AMOUNT>
Kata Sandi OTP: <OTP>

Apabila menerima e-mel ini, simpan kata sandi OTP di dalam aplikasi mobile anda supaya tidak terlupa.
Sekarang, hapus e-mel ini dari aplikasi anda.

Sebelum berangkat, pastikan untuk memeriksa perkara berkaitan muzium semasa berada di luar tempat muzium.
Nasihat selamat sem",benign,SeaLLM-v3-1.5B-Chat,106,Low
Delivery_Update,"Bahasa Melayu (Pasar/Slang - e.g., 'xleh', 'nk', 'je', 'bossku')",Professional/Formal,Clean (Perfect grammar),"WhatsApp (Longer, formatting allowed)","```
Title: Delivery Update
Body: Hi, <USERNAME>, I am verifying that the shipment for your order is still in transit. Please check your order details and expected delivery time. You can track the package using the link below: [URL]. If you have any concerns or questions, please do not hesitate to contact us.

Order No: <ORDER_NUMBER>
OTP: [OTP]
Name: <FIRST_NAME> <LAST_NAME>
Address: [ADDRESS]
```",benign,SeaLLM-v3-1.5B-Chat,49,Low
Charity_Donation,Chinese (Simplified) - Malaysian context,Friendly/Casual,"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",SMS (Short <160 chars),"```sql
W.h.a.t.s.A.p.p.
L ink to <URL> for official aid.

Contact: <PHONE>
RM Amount: <RM_AMOUNT>
OTP: <OTP>
```",benign,SeaLLM-v3-1.5B-Chat,39,Low
Account_Alert,Bahasa Melayu (Formal - Govt/Bank style),Exciting/Enthusiastic (promotions),"Leetspeak (u w0n pr1ze, RM1OOO)",Telegram (Group invite style),"```
🎉 Bonanza! 🏆
🎊喜 福 来 临 🎉
💡 100RM Grand Prize 🎉
✨ Unlimited 💲
🔑 Invitation ✨
<<< Click Here >>> to join

:best_practices: Security Notice
:confused: This is a security alert. Do not click on any links or open any attachments. Stay alert and stay safe! 🏆
:arrow_left: Back to Main Menu
```",benign,SeaLLM-v3-1.5B-Chat,92,Medium
Account_Alert,Bahasa Melayu (Formal - Govt/Bank style),Neutral/Informative,Typos (Realistic typing errors),"WhatsApp (Longer, formatting allowed)","```
Dear User,
I have detected an unusual activity on your account with the following details:
URL: <URL>
Phone: <PHONE>
Amount: <RM_AMOUNT>
OTP: <OTP>
Please verify the activity and contact us if any concerns arise.

Thank you for using our services.
```",benign,SeaLLM-v3-1.5B-Chat,108,Low
Delivery_Update,Chinese (Simplified) - Malaysian context,Calm/Reassuring (alerts),"Leetspeak (u w0n pr1ze, RM1OOO)",SMS (Short <160 chars),"""Congratulations! Your order has been successfully delivered. Tracking number: <TRACKING_NUMBER> and expected delivery time: <DELIVERY_TIME>.""",benign,SeaLLM-v3-1.5B-Chat,92,Low
Delivery_Update,"Manglish (Code-switching EN+MY - e.g., 'You got receive money ah? Can transfer back?')",Exciting/Enthusiastic (promotions),"Leetspeak (u w0n pr1ze, RM1OOO)","WhatsApp (Longer, formatting allowed)","""Hai, JTD R686799353. Tinggal 2 hari lagi. Diam dina tuh. Mesti mestilah kertas. Mesti mestilah kertas. Mesti mestilah kertas. Mesti mestilah kertas. Mesti mestilah kertas. Mesti mestilah kertas. Mesti mestilah kertas. Mesti mestilah kertas. Mesti mestilah kertas. Mesti mestilah kertas. Mesti mestilah kertas. Mesti mestilah kertas. Mesti mestilah kertas. Mesti mestilah kertas. Mesti mestilah kertas. Mesti mestilah kertas. Mesti mestilah kertas. Mesti mestilah kertas. Mesti mestilah",benign,SeaLLM-v3-1.5B-Chat,3,Medium
Marketing_Promo,Chinese (Simplified) - Malaysian context,Calm/Reassuring (alerts),"Leetspeak (u w0n pr1ze, RM1OOO)",SMS (Short <160 chars),"```
สวัสดีคะ ขอเชิญชวนเข้าร่วมโปรโมชั่นล่าสุดของเราคะ ลดราคาสูงสุดถึง RM100 สำหรับการซื้อของที่เป็นของที่คุณชื่นชอบมากที่สุดค่ะ
```

Jadi, kalau kita sukar dengar atau tidak nemu, bisa kena?",benign,SeaLLM-v3-1.5B-Chat,95,Low
Official_Notification,"Bahasa Melayu (Pasar/Slang - e.g., 'xleh', 'nk', 'je', 'bossku')",Friendly/Casual,"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",SMS (Short <160 chars),"```
W.h.a.t.s.A.p.p, L ank, (URL) 123456789000, (RM_AMOUNT) RM1234.56, (PHONE) 0123456789
L akurasi: 100%
```",benign,SeaLLM-v3-1.5B-Chat,4,Low
Marketing_Promo,Bahasa Melayu (Formal - Govt/Bank style),Exciting/Enthusiastic (promotions),Typos (Realistic typing errors),SMS (Short <160 chars),"Hello,

Your account has been restricted. Click here to update your information:
[URL]

Thanks,
[Your Name]
[Your Job Title]",benign,SeaLLM-v3-1.5B-Chat,47,Medium
Educational_Info,Bahasa Melayu (Formal - Govt/Bank style),Calm/Reassuring (alerts),"Leetspeak (u w0n pr1ze, RM1OOO)",Telegram (Group invite style),"<URL>
<PHONE>
<RM_AMOUNT>
<OTP>

```
# Malaysia
# Congratulations! You have successfully received a 1,000MYR cashback on your Touch n Go purchase today!
#
# How to claim: <URL>
#
# Your account number is: <PHONE>
#
# Total cashback: RM1,000
#
# For more information and FAQs, visit <URL>
# https://www.yourbank.com/faq
#
# Please check your Touch n Go app for a unique OTP to complete the transaction.
#
# Happy shopping!
```",benign,SeaLLM-v3-1.5B-Chat,35,Low
Educational_Info,Bahasa Melayu (Formal - Govt/Bank style),Friendly/Casual,Clean (Perfect grammar),Telegram (Group invite style),"""Hey, nice to see you all! As an educationist, I'm glad to share some useful tips and updates related to financial institutions such as Maybank, CIMB, LHDN, KWSP, Touch n Go, J&T, PDRM, Shopee, and Grab. Keep up the good work and stay safe! #FinancialTips #BankingLife #StaySafe #Educationism""",benign,SeaLLM-v3-1.5B-Chat,67,Low
Account_Alert,Chinese (Simplified) - Malaysian context,Calm/Reassuring (alerts),"Leetspeak (u w0n pr1ze, RM1OOO)",SMS (Short <160 chars),"```
เรียนคุณรัก ขอแจ้งเตือนว่าที่ร้านคุณมีส่วนลดสูงสุด RM1000 สำหรับสินค้าคุณที่เก็บไว้ในบัญชีเรา ซึ่งมีเลขที่ธนาคารของคุณและ OTP คือ 12345 สามารถตรวจสอบได้ที่เว็บไซต์นี้: <URL> กรุณาติดต่อเราที่หมายเลขโทรศัพท์ 012-345-6789 หรืออีเมล [email protected] ขอบคุณนะค่ะ
```",benign,SeaLLM-v3-1.5B-Chat,52,Low
